Age, Workclass, Education, Years of Education, Marital Status, Occupation, Relationship, Race, Sex, Hours Work per Week, Income
44,4,10,13,3, Prof-specialty, Husband, White, Male,35,1
27,4,16,10,5, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,40,0
50,2,10,13,3, Protective-serv, Husband, White, Male,44,1
47,4,12,9,3, Other-service, Wife, Black, Female,30,0
20,4,16,10,5, Other-service, Not-in-family, White, Male,40,0
24,4,12,9,5, Sales, Not-in-family, White, Male,38,0
29,1,16,10,3, Tech-support, Husband, White, Male,40,1
37,2,9,11,5, Other-service, Unmarried, Black, Female,32,0
42,4,8,12,1, Adm-clerical, Not-in-family, White, Male,40,0
68,4,16,10,5, Adm-clerical, Not-in-family, White, Female,40,0
22,2,16,10,5, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,40,0
72,6,12,9,3, Sales, Husband, White, Male,30,0
45,1,16,10,3, Adm-clerical, Husband, Black, Male,20,0
30,2,12,9,3, Other-service, Husband, Black, Male,40,0
33,4,12,9,3, Craft-repair, Husband, White, Male,40,0
43,4,12,9,3, Other-service, Husband, White, Male,40,1
56,4,16,10,7, Exec-managerial, Not-in-family, White, Male,60,0
25,6,9,11,3, Farming-fishing, Husband, White, Male,40,0
41,4,12,9,1, Priv-house-serv, Not-in-family, White, Female,40,0
25,4,10,13,5, Other-service, Not-in-family, White, Female,37,0
31,7,8,12,3, Tech-support, Husband, White, Male,40,1
36,4,12,9,3, Machine-op-inspct, Husband, White, Male,38,0
37,4,10,13,3, Exec-managerial, Husband, White, Male,40,1
58,6,12,9,3, Craft-repair, Husband, White, Male,20,0
26,4,10,13,5, Adm-clerical, Not-in-family, Black, Female,40,0
55,4,16,10,3, Tech-support, Husband, White, Male,50,1
46,1,16,10,3, Exec-managerial, Husband, White, Male,48,1
44,4,10,13,5, Adm-clerical, Not-in-family, White, Female,20,0
44,4,2,7,3, Other-service, Husband, Black, Male,60,0
28,7,10,13,5, Exec-managerial, Not-in-family, White, Male,55,0
42,4,1,6,3, Transport-moving, Husband, White, Male,50,0
41,4,12,9,1, Craft-repair, Not-in-family, White, Male,40,0
39,4,10,13,3, Exec-managerial, Husband, White, Male,45,0
64,6,9,11,3, Farming-fishing, Husband, White, Male,30,0
20,4,16,10,5, Handlers-cleaners, Own-child, White, Male,25,0
45,2,16,10,3, Protective-serv, Husband, White, Male,40,1
31,4,12,9,3, Adm-clerical, Husband, White, Male,50,0
36,1,13,14,3, Exec-managerial, Husband, White, Male,40,1
32,4,7,5,6, Other-service, Unmarried, Other, Female,40,0
33,6,9,11,3, Farming-fishing, Husband, White, Male,65,0
51,6,12,9,1, Exec-managerial, Not-in-family, White, Female,35,1
36,4,12,9,1, Machine-op-inspct, Unmarried, White, Male,40,0
40,4,12,9,5, Craft-repair, Not-in-family, White, Male,40,0
44,4,9,11,3, Adm-clerical, Husband, White, Male,51,1
40,4,12,9,1, Adm-clerical, Unmarried, White, Female,45,0
46,4,9,11,1, Adm-clerical, Not-in-family, White, Female,40,0
31,6,15,15,3, Prof-specialty, Husband, White, Male,60,1
30,4,12,9,5, Sales, Not-in-family, White, Female,40,0
26,4,12,9,3, Handlers-cleaners, Husband, White, Male,40,0
25,4,10,13,5, Other-service, Other-relative, White, Male,40,0
35,6,8,12,3, Craft-repair, Husband, White, Male,40,0
29,4,15,15,5, Prof-specialty, Other-relative, White, Male,50,0
39,4,8,12,6, Craft-repair, Not-in-family, White, Male,40,0
44,6,16,10,1, Other-service, Unmarried, White, Male,40,0
37,4,12,9,3, Machine-op-inspct, Husband, White, Male,60,1
79,6,9,11,3, Sales, Husband, White, Male,20,1
36,4,10,13,3, Exec-managerial, Husband, Black, Male,45,1
44,4,16,10,3, Craft-repair, Husband, White, Male,60,1
23,4,12,9,3, Machine-op-inspct, Husband, White, Male,30,0
27,4,10,13,5, Adm-clerical, Not-in-family, White, Female,45,0
46,6,10,13,3, Sales, Husband, White, Male,40,1
58,4,12,9,3, Craft-repair, Husband, White, Male,40,0
36,4,8,12,1, Exec-managerial, Not-in-family, White, Male,48,0
36,4,12,9,3, Craft-repair, Husband, White, Male,60,1
21,4,16,10,5, Adm-clerical, Not-in-family, White, Male,45,0
41,7,12,9,5, Transport-moving, Not-in-family, White, Female,40,1
49,1,12,9,3, Machine-op-inspct, Husband, White, Male,40,0
34,4,10,13,3, Sales, Wife, White, Female,40,1
29,4,12,9,3, Protective-serv, Husband, White, Male,35,0
63,4,10,13,3, Exec-managerial, Husband, White, Male,50,1
29,1,10,13,5, Prof-specialty, Not-in-family, White, Female,40,0
65,4,16,10,3, Farming-fishing, Husband, White, Male,40,0
26,4,10,13,5, Other-service, Not-in-family, White, Female,25,0
42,4,11,16,3, Prof-specialty, Husband, Asian-Pac-Islander, Male,40,1
44,4,16,10,1, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,37,0
41,6,12,9,3, Machine-op-inspct, Husband, White, Male,25,0
22,2,8,12,5, Adm-clerical, Own-child, Black, Female,35,0
18,4,2,7,5, Handlers-cleaners, Own-child, White, Male,40,0
33,2,1,6,3, Transport-moving, Husband, White, Male,40,0
46,2,10,13,3, Prof-specialty, Husband, White, Male,38,1
49,4,2,7,3, Priv-house-serv, Other-relative, White, Female,40,0
41,7,12,9,3, Adm-clerical, Wife, White, Female,40,0
52,4,16,10,1, Adm-clerical, Unmarried, White, Female,40,0
40,4,16,10,6, Handlers-cleaners, Not-in-family, White, Male,40,0
53,1,16,10,5, Prof-specialty, Unmarried, White, Female,40,0
45,6,12,9,3, Craft-repair, Husband, White, Male,50,0
30,2,1,6,3, Craft-repair, Husband, White, Male,40,0
56,4,12,9,3, Handlers-cleaners, Husband, White, Male,40,0
24,4,12,9,3, Craft-repair, Husband, White, Male,40,0
71,6,6,4,3, Farming-fishing, Husband, White, Male,50,0
20,6,12,9,1, Sales, Not-in-family, White, Female,30,0
26,4,10,13,3, Tech-support, Husband, White, Male,50,0
34,4,12,9,3, Sales, Husband, White, Male,65,0
49,4,12,9,6, Prof-specialty, Unmarried, White, Female,60,0
48,4,11,16,3, Prof-specialty, Husband, White, Male,50,1
22,4,12,9,5, Other-service, Own-child, White, Female,40,0
30,4,16,10,1, Machine-op-inspct, Not-in-family, White, Male,40,0
51,4,12,9,1, Craft-repair, Not-in-family, White, Male,40,0
46,4,16,10,4, Sales, Unmarried, White, Female,40,0
32,5,12,9,3, Exec-managerial, Husband, White, Male,45,0
42,4,15,15,3, Sales, Wife, Amer-Indian-Eskimo, Female,40,1
52,7,16,10,3, Tech-support, Husband, White, Male,50,0
57,4,12,9,1, Adm-clerical, Other-relative, Black, Female,40,0
35,4,16,10,1, Adm-clerical, Unmarried, White, Female,39,0
52,4,13,14,3, Prof-specialty, Husband, White, Male,50,1
36,4,16,10,1, Exec-managerial, Unmarried, White, Female,40,0
33,4,16,10,3, Exec-managerial, Husband, White, Male,40,1
67,2,12,9,1, Protective-serv, Not-in-family, Black, Male,20,0
31,6,16,10,3, Sales, Husband, White, Male,48,0
31,4,12,9,3, Prof-specialty, Husband, White, Male,50,0
28,4,16,10,5, Machine-op-inspct, Not-in-family, White, Male,42,0
36,4,12,9,1, Craft-repair, Not-in-family, White, Male,40,0
58,6,12,9,3, Sales, Husband, White, Male,35,1
56,4,12,9,3, Machine-op-inspct, Husband, White, Male,40,0
35,4,16,10,5, Sales, Not-in-family, White, Male,40,0
37,4,9,11,3, Craft-repair, Husband, White, Male,40,1
44,4,10,13,4, Exec-managerial, Unmarried, White, Female,40,0
26,4,12,9,5, Farming-fishing, Own-child, White, Male,40,0
51,4,12,9,3, Transport-moving, Husband, White, Male,40,0
31,4,16,10,3, Craft-repair, Husband, White, Male,50,1
30,4,16,10,5, Sales, Own-child, White, Female,40,0
20,4,16,10,5, Adm-clerical, Not-in-family, White, Female,40,0
21,4,16,10,5, Adm-clerical, Own-child, Asian-Pac-Islander, Female,40,0
37,4,10,13,3, Prof-specialty, Husband, White, Male,50,1
53,7,9,11,3, Prof-specialty, Husband, White, Male,40,1
54,4,12,9,3, Adm-clerical, Husband, White, Male,45,0
30,4,10,13,3, Sales, Husband, White, Male,50,1
43,7,12,9,4, Exec-managerial, Unmarried, White, Female,40,0
48,4,9,11,1, Other-service, Own-child, White, Female,40,0
42,6,10,13,3, Sales, Husband, White, Male,48,0
62,4,12,9,3, Machine-op-inspct, Husband, White, Male,40,0
31,4,12,9,3, Craft-repair, Husband, White, Male,40,0
22,4,12,9,5, Sales, Not-in-family, White, Male,60,0
45,4,10,13,3, Exec-managerial, Husband, White, Male,32,0
34,4,16,10,6, Sales, Not-in-family, White, Male,45,0
64,4,12,9,3, Exec-managerial, Husband, White, Male,20,0
42,6,10,13,3, Farming-fishing, Husband, White, Male,65,0
60,6,12,9,3, Sales, Husband, White, Male,70,0
44,4,12,9,5, Craft-repair, Other-relative, White, Male,58,0
45,4,8,12,1, Tech-support, Unmarried, White, Female,40,0
53,6,15,15,3, Prof-specialty, Husband, White, Male,38,1
37,4,9,11,3, Transport-moving, Husband, White, Male,50,1
23,4,12,9,5, Other-service, Not-in-family, White, Female,35,0
28,4,10,13,3, Prof-specialty, Husband, Asian-Pac-Islander, Male,40,0
55,4,6,4,3, Craft-repair, Husband, White, Male,41,0
58,4,13,14,5, Adm-clerical, Not-in-family, White, Female,24,1
74,5,16,10,3, Exec-managerial, Husband, White, Male,25,1
27,4,12,9,5, Adm-clerical, Own-child, White, Male,40,0
37,4,12,9,1, Adm-clerical, Unmarried, Black, Female,40,0
44,6,1,6,3, Other-service, Husband, White, Male,70,0
23,4,8,12,5, Adm-clerical, Own-child, White, Male,40,0
41,4,10,13,3, Exec-managerial, Husband, White, Male,40,0
45,4,16,10,3, Tech-support, Husband, Asian-Pac-Islander, Male,55,1
29,4,12,9,1, Machine-op-inspct, Unmarried, White, Male,40,0
33,4,10,13,5, Sales, Not-in-family, White, Male,45,1
61,2,13,14,3, Exec-managerial, Husband, White, Male,60,1
29,4,8,12,3, Sales, Wife, Other, Female,45,1
22,4,16,10,5, Sales, Other-relative, White, Male,38,0
28,4,7,5,5, Craft-repair, Not-in-family, White, Male,40,0
30,4,10,13,3, Prof-specialty, Wife, White, Female,40,0
20,4,16,10,5, Handlers-cleaners, Own-child, White, Male,20,0
45,4,12,9,3, Craft-repair, Husband, White, Male,50,1
42,4,8,12,1, Exec-managerial, Unmarried, White, Female,40,0
34,4,12,9,5, Craft-repair, Own-child, White, Male,40,0
31,4,10,13,3, Prof-specialty, Husband, White, Male,60,1
23,4,10,13,5, Exec-managerial, Own-child, White, Female,40,0
50,4,12,9,3, Craft-repair, Husband, White, Male,50,0
40,4,1,6,3, Exec-managerial, Husband, White, Male,40,1
57,4,12,9,1, Adm-clerical, Not-in-family, White, Female,45,0
35,4,16,10,3, Adm-clerical, Wife, White, Female,27,0
24,4,10,13,5, Exec-managerial, Own-child, White, Male,45,0
27,4,16,10,5, Adm-clerical, Not-in-family, White, Female,15,0
27,2,16,10,5, Protective-serv, Own-child, White, Female,40,1
45,5,12,9,3, Sales, Husband, White, Male,40,0
80,4,11,16,3, Prof-specialty, Husband, White, Male,30,0
23,7,16,10,5, Other-service, Not-in-family, White, Male,50,0
46,4,16,10,3, Exec-managerial, Husband, White, Male,40,1
38,4,10,13,3, Sales, Husband, White, Male,40,1
50,4,12,9,1, Sales, Not-in-family, White, Male,60,0
90,4,10,13,3, Sales, Husband, White, Male,20,0
55,4,16,10,3, Sales, Husband, White, Male,50,0
72,4,12,9,3, Exec-managerial, Wife, White, Female,50,0
65,4,16,10,7, Adm-clerical, Not-in-family, White, Female,40,0
37,4,1,6,1, Craft-repair, Not-in-family, White, Male,40,0
39,7,12,9,3, Adm-clerical, Wife, White, Female,40,0
38,4,9,11,3, Craft-repair, Husband, White, Male,40,0
46,4,16,10,3, Exec-managerial, Husband, White, Male,50,1
50,4,12,9,3, Sales, Husband, White, Male,65,1
54,4,8,12,3, Exec-managerial, Husband, White, Male,40,1
40,4,13,14,5, Sales, Not-in-family, White, Male,50,1
30,4,6,4,3, Craft-repair, Husband, White, Male,40,0
50,4,12,9,3, Farming-fishing, Husband, White, Male,35,0
28,4,16,10,5, Craft-repair, Not-in-family, White, Male,30,0
34,4,9,11,3, Craft-repair, Husband, White, Male,53,0
55,4,12,9,1, Handlers-cleaners, Not-in-family, White, Male,40,0
20,4,12,9,5, Handlers-cleaners, Own-child, White, Male,40,0
21,4,16,10,5, Adm-clerical, Not-in-family, White, Male,35,0
39,4,16,10,1, Other-service, Not-in-family, White, Female,20,0
43,4,12,9,3, Craft-repair, Husband, White, Male,40,1
33,2,12,9,5, Other-service, Unmarried, Amer-Indian-Eskimo, Male,40,0
26,4,16,10,5, Adm-clerical, Not-in-family, White, Female,40,0
45,7,11,16,3, Prof-specialty, Husband, White, Male,40,1
31,7,16,10,5, Other-service, Own-child, White, Female,65,0
32,4,5,3,3, Craft-repair, Husband, White, Male,60,0
60,6,12,9,3, Sales, Husband, White, Male,50,0
41,4,12,9,3, Machine-op-inspct, Husband, White, Male,40,1
21,4,16,10,5, Other-service, Own-child, Black, Male,20,0
27,4,16,10,1, Adm-clerical, Unmarried, Black, Female,36,0
33,4,5,3,1, Handlers-cleaners, Unmarried, White, Male,40,0
43,4,12,9,3, Craft-repair, Husband, White, Male,40,0
27,4,2,7,3, Craft-repair, Husband, White, Male,40,1
18,6,1,6,5, Farming-fishing, Own-child, White, Male,40,0
48,6,16,10,3, Exec-managerial, Husband, White, Male,40,1
37,4,6,4,1, Exec-managerial, Not-in-family, White, Male,50,0
58,4,12,9,3, Machine-op-inspct, Husband, White, Male,40,0
57,4,3,8,3, Transport-moving, Husband, Black, Male,40,1
42,2,10,13,5, Adm-clerical, Not-in-family, White, Female,40,1
24,4,12,9,5, Adm-clerical, Other-relative, White, Male,40,0
26,4,10,13,5, Other-service, Other-relative, White, Male,15,0
43,5,12,9,1, Craft-repair, Unmarried, White, Male,50,0
34,4,2,7,3, Craft-repair, Husband, White, Male,40,0
38,4,10,13,3, Exec-managerial, Wife, White, Female,40,0
51,6,2,7,3, Farming-fishing, Husband, White, Male,45,1
49,6,11,16,3, Prof-specialty, Wife, White, Female,35,1
26,4,10,13,5, Adm-clerical, Own-child, White, Female,40,0
28,4,12,9,1, Transport-moving, Unmarried, Black, Female,20,0
22,1,16,10,3, Sales, Husband, White, Male,37,0
26,4,12,9,1, Craft-repair, Not-in-family, White, Male,40,0
45,4,7,5,3, Other-service, Husband, White, Male,40,1
39,4,16,10,1, Exec-managerial, Unmarried, White, Female,40,0
23,4,12,9,3, Sales, Husband, White, Male,40,0
42,2,10,13,3, Prof-specialty, Husband, White, Male,60,1
39,1,12,9,3, Craft-repair, Husband, White, Male,40,0
43,1,9,11,1, Craft-repair, Not-in-family, White, Male,40,0
33,6,16,10,5, Farming-fishing, Not-in-family, White, Male,70,0
68,7,10,13,3, Exec-managerial, Husband, White, Male,20,0
32,4,10,13,5, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,40,0
25,4,16,10,5, Adm-clerical, Unmarried, Other, Male,40,0
53,4,5,3,3, Other-service, Other-relative, White, Female,24,0
38,4,9,11,3, Exec-managerial, Husband, White, Male,55,1
20,4,12,9,5, Machine-op-inspct, Own-child, White, Male,40,0
26,4,12,9,3, Craft-repair, Husband, White, Male,40,0
23,4,12,9,5, Transport-moving, Own-child, White, Male,40,0
43,7,12,9,1, Tech-support, Not-in-family, White, Female,40,0
29,7,16,10,5, Protective-serv, Not-in-family, White, Male,36,0
34,4,1,6,6, Other-service, Unmarried, White, Female,36,0
24,4,16,10,5, Sales, Own-child, White, Male,35,0
44,2,13,14,3, Prof-specialty, Husband, White, Male,35,1
19,4,16,10,5, Adm-clerical, Not-in-family, White, Male,40,0
47,4,10,13,3, Adm-clerical, Husband, White, Male,40,1
40,4,16,10,1, Other-service, Not-in-family, White, Female,48,0
45,4,12,9,7, Sales, Unmarried, White, Female,45,0
43,4,12,9,6, Handlers-cleaners, Unmarried, Black, Female,45,0
50,4,11,16,1, Prof-specialty, Other-relative, White, Male,50,1
29,4,10,13,5, Prof-specialty, Not-in-family, White, Male,40,0
47,4,10,13,5, Exec-managerial, Not-in-family, White, Male,50,0
24,4,12,9,5, Sales, Own-child, White, Male,35,0
21,4,12,9,5, Adm-clerical, Own-child, White, Female,40,0
30,6,12,9,3, Exec-managerial, Husband, White, Male,50,1
37,4,16,10,7, Other-service, Not-in-family, White, Female,40,0
74,6,15,15,1, Prof-specialty, Other-relative, White, Male,40,0
70,6,16,10,3, Farming-fishing, Husband, White, Male,70,0
27,4,9,11,3, Craft-repair, Husband, White, Male,40,0
32,2,10,13,1, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,46,0
30,4,2,7,3, Handlers-cleaners, Husband, White, Male,50,0
29,2,9,11,1, Protective-serv, Unmarried, White, Male,56,0
18,4,2,7,5, Handlers-cleaners, Own-child, White, Male,40,0
31,4,12,9,3, Craft-repair, Husband, White, Male,40,1
39,7,16,10,3, Protective-serv, Husband, White, Male,70,0
21,4,16,10,5, Other-service, Own-child, White, Female,30,0
31,4,12,9,3, Transport-moving, Husband, White, Male,38,0
33,2,16,10,3, Protective-serv, Husband, White, Male,40,0
39,4,15,15,1, Prof-specialty, Not-in-family, White, Male,70,1
29,4,12,9,3, Craft-repair, Husband, White, Male,40,0
34,4,16,10,3, Tech-support, Husband, White, Male,40,0
52,7,10,13,7, Exec-managerial, Unmarried, White, Female,55,0
35,4,12,9,5, Sales, Not-in-family, White, Male,25,0
33,4,1,6,3, Craft-repair, Husband, White, Male,40,0
43,4,10,13,3, Exec-managerial, Husband, Asian-Pac-Islander, Male,50,1
51,2,10,13,3, Exec-managerial, Husband, White, Male,40,1
36,4,12,9,5, Other-service, Unmarried, White, Female,30,0
17,2,2,7,5, Prof-specialty, Own-child, White, Female,40,0
32,4,12,9,3, Craft-repair, Husband, White, Male,40,0
39,4,12,9,5, Machine-op-inspct, Unmarried, Black, Female,40,0
19,5,16,10,5, Farming-fishing, Own-child, White, Male,60,0
54,4,2,7,1, Adm-clerical, Not-in-family, White, Male,40,1
45,4,10,13,1, Prof-specialty, Not-in-family, White, Male,50,1
47,2,10,13,1, Prof-specialty, Not-in-family, Black, Female,40,0
49,6,12,9,3, Farming-fishing, Husband, White, Male,98,0
32,4,12,9,1, Adm-clerical, Unmarried, White, Female,40,0
28,5,12,9,3, Craft-repair, Husband, White, Male,50,0
39,5,10,13,3, Sales, Husband, White, Male,40,0
27,5,12,9,5, Sales, Not-in-family, White, Male,50,0
42,2,13,14,3, Prof-specialty, Wife, White, Female,38,1
24,4,10,13,3, Prof-specialty, Husband, White, Male,44,0
45,4,10,13,3, Craft-repair, Husband, White, Male,45,1
19,4,12,9,5, Other-service, Own-child, White, Male,30,0
46,4,1,6,3, Transport-moving, Husband, White, Male,40,1
50,4,12,9,3, Transport-moving, Husband, White, Male,40,0
32,4,12,9,5, Adm-clerical, Not-in-family, White, Female,42,0
47,5,15,15,3, Prof-specialty, Husband, White, Male,50,1
43,6,12,9,3, Farming-fishing, Husband, White, Male,50,0
29,4,10,13,5, Craft-repair, Not-in-family, White, Male,40,0
43,1,15,15,3, Prof-specialty, Husband, Asian-Pac-Islander, Male,55,1
90,4,10,13,5, Prof-specialty, Own-child, White, Female,10,0
41,4,15,15,3, Exec-managerial, Wife, White, Female,50,1
24,4,14,1,5, Farming-fishing, Not-in-family, White, Male,36,0
24,4,16,10,5, Farming-fishing, Own-child, White, Male,50,0
24,4,16,10,5, Other-service, Not-in-family, White, Female,53,0
35,4,12,9,3, Adm-clerical, Wife, White, Female,42,1
30,4,10,13,5, Adm-clerical, Other-relative, White, Male,40,0
46,4,10,13,6, Exec-managerial, Unmarried, White, Female,40,0
19,2,16,10,5, Adm-clerical, Own-child, White, Female,30,0
39,4,7,5,6, Craft-repair, Own-child, White, Male,35,0
43,4,12,9,3, Transport-moving, Husband, White, Male,40,0
35,4,12,9,5, Adm-clerical, Not-in-family, White, Female,40,0
65,4,12,9,7, Sales, Not-in-family, White, Female,24,0
34,4,12,9,1, Craft-repair, Unmarried, White, Male,40,0
41,4,9,11,3, Sales, Husband, White, Male,40,0
24,6,16,10,5, Farming-fishing, Own-child, White, Male,60,0
24,4,12,9,5, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,35,0
34,5,13,14,5, Exec-managerial, Not-in-family, White, Female,45,1
33,4,12,9,3, Sales, Husband, White, Male,40,1
37,4,12,9,5, Machine-op-inspct, Not-in-family, White, Male,38,0
39,6,12,9,3, Transport-moving, Husband, White, Male,60,1
58,4,12,9,1, Other-service, Unmarried, White, Female,25,0
36,6,12,9,3, Craft-repair, Husband, White, Male,35,0
33,1,16,10,3, Tech-support, Wife, White, Female,40,0
42,2,13,14,3, Prof-specialty, Husband, White, Male,55,0
31,4,16,10,5, Protective-serv, Other-relative, Black, Male,40,0
57,4,12,9,6, Craft-repair, Unmarried, White, Male,40,0
67,1,12,9,3, Tech-support, Husband, White, Male,40,1
23,4,12,9,1, Craft-repair, Not-in-family, White, Male,40,0
35,4,16,10,3, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,40,0
43,4,10,13,3, Prof-specialty, Husband, White, Male,55,1
39,6,16,10,3, Farming-fishing, Husband, White, Male,60,0
36,4,12,9,5, Craft-repair, Not-in-family, White, Male,40,0
29,2,8,12,1, Other-service, Unmarried, White, Female,13,0
25,4,12,9,5, Handlers-cleaners, Own-child, White, Male,40,0
54,4,1,6,6, Transport-moving, Unmarried, Black, Male,45,1
24,4,12,9,3, Craft-repair, Husband, White, Male,44,0
50,5,10,13,3, Sales, Husband, Asian-Pac-Islander, Male,60,1
70,4,1,6,3, Machine-op-inspct, Husband, White, Male,50,0
61,4,10,13,1, Sales, Not-in-family, Black, Male,48,1
51,1,10,13,3, Exec-managerial, Husband, White, Male,40,0
38,6,13,14,3, Farming-fishing, Husband, White, Male,70,0
51,4,12,9,1, Prof-specialty, Unmarried, White, Female,40,1
28,4,12,9,5, Other-service, Not-in-family, White, Male,40,0
66,6,15,15,3, Prof-specialty, Husband, White, Male,25,1
57,5,12,9,6, Farming-fishing, Not-in-family, White, Male,60,1
44,5,10,13,3, Sales, Husband, Asian-Pac-Islander, Male,50,1
29,4,16,10,5, Adm-clerical, Not-in-family, White, Female,40,0
21,4,16,10,5, Sales, Own-child, Black, Female,40,0
42,4,1,6,3, Craft-repair, Own-child, Other, Male,43,1
74,4,15,15,3, Prof-specialty, Husband, White, Male,50,1
50,4,16,10,1, Sales, Not-in-family, White, Female,40,0
65,4,12,9,1, Other-service, Other-relative, White, Female,14,0
44,4,2,7,6, Other-service, Unmarried, Black, Female,30,0
34,4,9,11,3, Prof-specialty, Husband, White, Male,50,1
17,4,1,6,5, Other-service, Own-child, White, Male,10,0
43,4,16,10,3, Transport-moving, Husband, White, Male,60,0
32,4,8,12,1, Adm-clerical, Unmarried, White, Female,40,0
54,4,10,13,3, Sales, Husband, White, Male,40,1
20,4,16,10,5, Adm-clerical, Own-child, White, Female,20,0
23,4,16,10,5, Prof-specialty, Own-child, White, Male,10,0
34,4,12,9,3, Other-service, Husband, White, Male,45,0
30,4,16,10,5, Sales, Own-child, White, Male,20,0
32,4,6,4,3, Machine-op-inspct, Husband, White, Male,40,0
40,4,10,13,3, Prof-specialty, Husband, White, Male,60,1
28,4,16,10,5, Craft-repair, Not-in-family, Black, Male,40,0
44,4,12,9,3, Craft-repair, Husband, White, Male,45,1
29,2,9,11,3, Tech-support, Wife, White, Female,35,1
28,4,11,16,5, Prof-specialty, Not-in-family, White, Male,50,0
37,4,16,10,3, Exec-managerial, Husband, White, Male,40,0
56,5,16,10,3, Craft-repair, Husband, White, Male,40,0
27,4,10,13,5, Prof-specialty, Not-in-family, White, Male,40,0
34,4,12,9,1, Machine-op-inspct, Unmarried, White, Female,20,0
37,4,12,9,1, Craft-repair, Not-in-family, White, Male,40,0
66,6,10,13,3, Sales, Husband, White, Male,40,1
19,4,12,9,5, Prof-specialty, Own-child, White, Male,30,0
60,4,9,11,1, Prof-specialty, Unmarried, White, Female,40,0
54,6,16,10,3, Transport-moving, Husband, White, Male,30,0
47,4,12,9,3, Craft-repair, Husband, White, Male,40,1
47,4,16,10,1, Prof-specialty, Not-in-family, White, Male,48,1
48,5,9,11,3, Craft-repair, Husband, White, Male,60,0
50,5,16,10,3, Exec-managerial, Husband, White, Male,50,1
62,4,7,5,7, Other-service, Unmarried, Black, Female,25,0
45,4,16,10,3, Other-service, Husband, White, Male,40,0
55,2,12,9,3, Handlers-cleaners, Husband, White, Male,40,0
62,4,12,9,7, Sales, Not-in-family, White, Female,32,0
25,4,1,6,3, Machine-op-inspct, Husband, White, Male,40,0
49,4,2,7,1, Exec-managerial, Not-in-family, White, Female,38,0
32,7,16,10,5, Protective-serv, Unmarried, Black, Female,40,0
25,1,12,9,5, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,40,0
39,4,16,10,3, Machine-op-inspct, Husband, White, Male,50,0
27,2,16,10,3, Exec-managerial, Husband, White, Male,50,0
43,4,12,9,3, Other-service, Husband, Black, Male,40,1
30,4,12,9,1, Other-service, Other-relative, Asian-Pac-Islander, Female,40,0
21,4,16,10,5, Sales, Own-child, White, Female,20,0
33,4,15,15,3, Exec-managerial, Wife, White, Female,40,1
33,4,16,10,5, Adm-clerical, Not-in-family, White, Male,50,0
33,4,2,7,5, Adm-clerical, Unmarried, Black, Female,38,0
70,4,6,4,7, Other-service, Not-in-family, White, Female,35,0
25,4,16,10,5, Other-service, Own-child, Black, Male,42,0
17,4,2,7,5, Other-service, Own-child, White, Male,25,0
20,4,16,10,5, Farming-fishing, Own-child, White, Male,40,0
19,4,16,10,5, Other-service, Other-relative, Black, Male,35,0
71,1,16,10,3, Exec-managerial, Husband, White, Male,40,1
31,4,8,12,3, Exec-managerial, Husband, White, Male,40,0
26,4,10,13,3, Sales, Husband, White, Male,55,0
52,4,13,14,3, Exec-managerial, Husband, White, Male,40,0
26,4,10,13,5, Exec-managerial, Not-in-family, White, Female,40,0
38,4,12,9,1, Machine-op-inspct, Not-in-family, White, Male,45,0
25,4,16,10,5, Other-service, Not-in-family, White, Male,40,0
22,4,10,13,5, Prof-specialty, Not-in-family, White, Female,9,0
48,7,16,10,3, Protective-serv, Husband, White, Male,40,1
53,4,12,9,3, Craft-repair, Husband, White, Male,40,1
30,6,8,12,1, Craft-repair, Not-in-family, White, Male,50,0
44,4,16,10,3, Craft-repair, Husband, White, Male,60,1
32,1,10,13,3, Prof-specialty, Husband, Asian-Pac-Islander, Male,56,1
59,6,2,7,3, Craft-repair, Husband, White, Male,20,0
49,4,16,10,1, Handlers-cleaners, Unmarried, Black, Female,40,0
31,4,12,9,5, Craft-repair, Not-in-family, White, Male,50,1
53,4,5,3,3, Craft-repair, Husband, Other, Male,40,1
44,4,7,5,5, Machine-op-inspct, Not-in-family, White, Male,40,0
36,4,10,13,3, Prof-specialty, Husband, Asian-Pac-Islander, Male,55,1
36,4,12,9,5, Sales, Not-in-family, White, Female,40,0
37,4,7,5,3, Machine-op-inspct, Husband, White, Male,50,1
67,5,12,9,3, Prof-specialty, Wife, White, Female,30,1
29,4,10,13,5, Sales, Unmarried, Black, Male,40,0
52,4,12,9,1, Sales, Not-in-family, White, Male,40,0
37,4,12,9,3, Craft-repair, Husband, White, Male,40,0
21,4,16,10,5, Other-service, Not-in-family, White, Female,40,0
36,4,16,10,1, Exec-managerial, Unmarried, Black, Female,38,0
24,4,12,9,5, Machine-op-inspct, Other-relative, Black, Female,30,0
31,4,12,9,5, Exec-managerial, Own-child, Black, Male,40,0
54,1,12,9,7, Adm-clerical, Unmarried, White, Female,35,0
44,4,10,13,3, Tech-support, Husband, White, Male,40,0
