Age, Workclass, Years of Education, Occupation, Relationship, Race, Sex, Hours Work per Week, Income
61,2,16,4,2,2,0,40,0
18,4,10,12,2,2,0,25,0
39,6,15,10,2,2,0,50,1
24,2,13,11,2,2,0,45,0
38,4,10,3,2,2,0,41,0
38,4,14,10,1,1,0,40,1
17,4,6,12,2,2,0,20,0
28,4,9,3,2,2,0,40,0
52,4,9,12,2,2,0,8,0
61,4,15,10,2,2,0,20,1
69,4,3,7,2,2,0,40,0
19,4,9,12,2,2,1,25,0
26,4,10,1,2,2,0,40,1
34,5,10,4,2,2,0,40,1
70,4,5,7,2,2,1,40,0
21,4,9,1,2,2,1,25,0
43,4,9,3,2,2,0,44,0
52,4,9,3,2,2,0,40,0
59,4,9,3,2,2,0,40,1
21,4,11,1,2,2,1,40,0
53,6,14,4,2,2,0,40,1
55,7,10,11,2,2,0,40,1
46,5,14,12,2,2,0,60,1
36,4,9,1,2,2,1,37,0
39,4,9,6,2,2,0,48,0
30,4,9,10,2,2,1,30,0
22,4,10,12,2,2,1,16,0
43,4,13,4,2,2,0,40,1
36,4,9,7,2,2,0,56,0
36,4,13,3,2,2,0,40,1
50,4,9,3,2,2,1,40,0
27,1,13,11,2,2,1,35,0
46,1,9,1,2,2,0,40,1
24,4,13,10,2,2,0,20,0
41,4,9,3,2,2,0,40,0
68,4,9,1,2,2,0,24,0
38,2,10,4,2,2,0,40,0
47,4,9,12,2,2,0,40,1
41,4,10,8,1,1,0,20,0
31,6,16,10,2,2,1,48,0
29,4,10,3,2,2,0,42,0
26,4,9,6,2,2,1,40,0
51,4,10,7,2,2,1,36,0
26,1,13,13,2,2,0,60,0
27,2,13,10,2,2,1,60,0
36,4,9,13,2,2,0,50,0
28,1,13,10,2,2,1,40,0
53,4,13,13,2,2,1,40,0
40,7,13,10,2,2,0,40,0
38,4,9,8,2,2,1,20,0
53,4,6,8,2,2,0,34,0
34,2,9,3,2,2,0,40,0
43,4,9,14,2,2,0,60,0
64,4,6,1,2,2,0,40,0
21,4,10,1,2,2,1,40,0
38,1,15,10,4,4,1,57,1
47,2,14,11,1,1,0,50,1
48,4,16,10,4,4,0,40,1
57,4,9,14,2,2,0,50,0
37,4,13,1,2,2,1,35,0
37,4,7,5,2,2,0,40,0
51,6,9,5,2,2,0,55,1
32,4,12,1,2,2,1,40,0
49,4,9,7,2,2,0,40,0
52,4,9,12,2,2,0,14,0
64,1,12,4,2,2,0,45,1
46,4,9,1,2,2,1,45,0
24,7,10,10,2,2,0,40,0
39,4,13,4,2,2,0,45,1
23,4,9,7,2,2,1,40,0
30,4,10,3,2,2,0,44,0
34,4,14,10,2,2,1,60,1
30,4,10,1,2,2,0,40,0
25,4,13,12,1,1,1,40,0
58,2,13,10,1,1,0,40,0
32,4,10,1,2,2,0,50,0
37,4,9,8,1,1,1,25,0
35,4,9,8,1,1,1,40,0
18,4,3,6,2,2,0,30,0
46,4,13,10,2,2,1,40,0
71,4,13,3,2,2,0,45,1
44,4,6,1,2,2,1,40,0
45,4,6,12,2,2,1,40,0
40,4,8,10,2,2,0,40,1
38,4,13,10,2,2,0,50,1
52,4,9,7,4,4,1,40,0
47,4,9,3,2,2,0,40,0
49,4,13,13,2,2,1,35,0
59,7,9,12,2,2,0,40,0
22,4,11,1,2,2,1,37,0
44,2,10,4,2,2,0,40,1
76,4,13,10,2,2,1,20,0
50,2,6,8,2,2,0,40,0
33,2,10,11,2,2,0,40,0
43,4,9,3,2,2,0,48,1
27,4,9,1,2,2,1,40,1
37,5,9,3,2,2,0,40,0
40,4,7,14,2,2,0,55,0
49,6,10,4,3,3,1,40,0
48,5,10,3,2,2,0,45,0
49,4,9,10,2,2,1,40,0
22,4,10,13,2,2,0,40,0
42,4,9,4,2,2,1,40,0
36,4,10,10,2,2,1,40,0
30,7,9,8,1,1,1,40,0
40,2,9,3,3,3,0,40,0
42,4,9,7,2,2,0,45,0
56,4,9,7,2,2,0,40,1
55,4,10,10,2,2,1,40,0
25,4,9,8,2,2,0,40,0
33,4,10,1,4,4,1,35,0
55,4,9,12,2,2,0,40,0
47,4,13,12,2,2,0,60,1
23,4,12,12,2,2,1,65,0
55,5,13,12,2,2,1,50,0
43,4,9,4,2,2,1,50,0
31,4,11,12,2,2,0,50,0
62,7,12,10,2,2,1,40,0
42,2,9,1,2,2,0,8,0
38,6,9,3,2,2,0,40,1
29,4,9,13,2,2,0,42,0
26,4,10,8,2,2,0,60,0
26,4,9,1,2,2,1,52,1
37,6,9,5,2,2,0,72,0
79,5,8,12,2,2,0,45,1
61,4,4,8,2,2,0,48,0
28,6,4,8,2,2,1,99,0
60,5,13,4,2,2,0,60,1
51,5,9,11,2,2,0,81,0
34,4,9,3,2,2,0,43,1
35,4,9,7,2,2,0,40,0
27,2,6,3,2,2,0,60,0
44,4,9,8,2,2,1,40,0
25,4,9,8,2,2,1,20,0
32,4,4,8,2,2,1,40,0
36,4,10,10,2,2,0,20,1
27,4,14,6,2,2,0,30,0
40,4,16,10,2,2,0,60,1
43,4,10,13,2,2,0,40,1
25,4,13,13,2,2,0,40,0
41,4,9,14,2,2,0,50,0
30,4,13,10,2,2,0,45,1
26,4,13,4,2,2,0,45,1
52,4,7,7,2,2,0,40,0
32,4,13,10,2,2,1,45,0
33,4,9,6,2,2,0,40,0
35,4,9,3,2,2,0,55,0
48,4,9,8,2,2,1,44,0
62,6,4,12,2,2,0,5,0
40,6,12,10,1,1,1,2,0
28,4,3,8,2,2,1,40,0
23,4,10,8,2,2,1,30,0
50,1,13,4,2,2,0,40,1
51,7,10,1,2,2,1,35,0
63,6,10,8,2,2,0,48,0
63,1,9,4,2,2,1,40,0
40,4,9,12,2,2,0,60,1
40,4,9,5,2,2,0,40,0
41,4,13,10,2,2,1,15,1
41,4,13,6,1,1,0,40,0
20,7,10,10,2,2,1,15,0
28,4,13,1,2,2,0,40,1
35,4,9,3,2,2,0,40,0
31,4,13,4,2,2,0,40,0
34,4,13,12,2,2,0,50,1
57,4,14,4,2,2,0,50,1
28,4,9,7,2,2,1,40,0
38,4,10,13,2,2,0,40,1
37,4,11,8,2,2,0,40,0
43,7,10,1,1,1,1,40,0
26,6,9,4,2,2,0,40,0
26,4,10,14,1,1,0,65,0
27,4,11,14,2,2,0,50,0
33,4,13,10,2,2,0,45,0
45,4,13,10,2,2,1,40,0
65,4,13,8,2,2,0,20,0
57,6,10,12,2,2,0,45,1
59,4,9,8,2,2,1,38,0
18,4,10,8,2,2,0,26,0
44,2,8,6,2,2,0,40,0
37,4,10,3,2,2,0,40,0
27,4,9,8,2,2,0,40,0
43,2,13,10,2,2,1,45,1
59,5,15,10,2,2,0,40,1
19,4,9,5,2,2,0,40,0
36,7,9,4,1,1,0,90,0
68,6,10,12,2,2,0,40,1
63,4,7,12,2,2,1,30,0
37,4,10,4,2,2,0,57,0
46,2,14,10,2,2,1,60,0
31,4,12,1,2,2,1,35,0
23,4,9,8,2,2,0,40,0
22,4,10,12,2,2,0,30,0
49,4,9,12,2,2,0,44,0
36,4,9,1,1,1,1,40,0
38,4,10,4,2,2,0,50,0
46,2,14,4,2,2,0,45,1
24,4,12,1,2,2,1,40,0
26,4,13,1,1,1,1,40,0
47,4,4,7,2,2,1,40,0
40,4,10,6,2,2,0,40,1
31,2,14,10,2,2,1,50,0
42,4,3,5,2,2,0,35,0
48,5,11,3,2,2,0,70,1
56,4,10,13,1,1,1,38,0
50,4,9,13,2,2,0,40,1
17,4,6,6,2,2,0,20,0
21,4,9,8,1,1,0,25,0
50,4,9,1,2,2,1,40,0
49,4,9,12,2,2,1,32,0
34,4,9,12,2,2,1,15,0
32,6,9,12,2,2,0,60,1
28,4,10,1,2,2,0,40,1
62,5,13,4,2,2,0,50,1
23,4,13,10,2,2,0,15,0
24,7,14,10,1,1,1,40,0
31,4,11,10,2,2,1,40,0
36,4,9,14,2,2,0,40,0
58,4,12,9,2,2,1,35,0
39,4,14,10,2,2,0,40,1
21,4,9,3,2,2,0,42,0
39,4,9,6,2,2,0,40,0
21,4,10,12,2,2,1,35,0
33,4,11,10,2,2,0,40,1
37,4,9,3,2,2,0,50,1
29,2,9,8,2,2,1,40,0
43,4,9,7,2,2,1,40,0
22,4,9,3,2,2,0,40,0
25,4,14,10,2,2,1,40,1
69,2,10,8,2,2,0,40,0
17,4,7,8,2,2,1,25,0
54,4,9,6,2,2,1,40,0
28,4,8,7,2,2,0,40,0
27,2,11,13,2,2,1,38,0
35,4,12,3,2,2,0,45,1
38,4,11,13,2,2,1,40,1
33,7,9,13,2,2,0,40,0
26,4,9,3,2,2,0,40,0
56,5,10,12,2,2,1,60,1
38,4,13,10,3,3,0,70,1
51,6,10,10,2,2,1,60,0
26,4,10,9,2,2,1,50,0
33,4,13,4,2,2,0,55,1
44,4,4,6,2,2,0,50,0
36,4,5,12,2,2,1,40,0
42,4,10,3,2,2,0,40,0
44,4,12,10,2,2,0,40,0
44,4,13,14,2,2,0,55,1
21,4,10,12,2,2,1,20,0
41,4,10,12,2,2,0,50,1
41,4,16,4,2,2,0,50,1
62,4,11,10,2,2,0,50,1
27,4,7,3,2,2,0,45,0
38,4,13,10,2,2,0,40,1
60,4,10,14,3,3,1,30,0
24,4,8,7,2,2,0,40,0
22,4,9,6,2,2,0,40,0
22,4,2,7,2,2,0,24,0
51,4,13,10,2,2,0,40,0
31,4,14,4,2,2,0,48,1
42,2,15,4,2,2,0,55,1
49,4,9,7,2,2,0,43,1
37,2,13,13,2,2,1,42,0
37,6,15,10,2,2,0,45,1
66,4,13,8,2,2,0,40,1
46,4,11,7,1,1,1,40,0
52,4,9,3,2,2,0,40,1
23,4,9,3,2,2,0,40,0
67,4,9,4,2,2,0,38,1
19,4,10,12,2,2,1,25,0
37,4,13,10,2,2,1,45,0
42,5,9,4,2,2,0,60,1
39,6,10,8,1,1,0,40,0
54,4,9,12,2,2,0,40,1
46,4,9,7,2,2,0,40,0
33,4,9,8,1,1,1,40,0
69,6,10,5,2,2,1,14,0
21,4,10,6,2,2,0,40,0
27,4,9,6,1,1,0,48,0
39,4,9,4,2,2,0,40,1
23,4,10,1,1,1,0,40,0
26,4,11,10,2,2,1,36,0
42,4,16,10,3,3,1,40,0
36,4,9,3,2,2,0,40,0
24,4,9,14,2,2,0,40,0
35,4,5,8,2,2,0,40,0
42,4,9,6,1,1,1,40,0
37,4,11,3,2,2,0,44,1
41,4,16,10,2,2,0,50,1
27,4,11,7,1,1,1,40,0
42,6,15,10,2,2,0,50,1
18,4,9,1,2,2,1,16,0
41,4,13,13,2,2,0,40,1
31,4,9,6,2,2,0,40,0
26,4,10,3,2,2,0,40,0
67,4,2,7,2,2,1,34,0
37,4,10,4,2,2,0,60,1
51,4,9,3,2,2,0,40,0
26,4,10,3,3,3,0,40,0
40,4,12,10,2,2,0,40,1
25,4,9,6,2,2,0,40,0
38,4,11,7,2,2,0,40,1
43,4,9,14,2,2,0,40,0
23,4,10,5,2,2,1,40,0
44,4,13,4,2,2,0,50,1
60,2,14,10,2,2,1,25,0
38,2,14,10,2,2,1,55,0
21,2,10,10,2,2,0,20,0
18,4,10,1,2,2,1,25,0
49,4,13,4,1,1,1,60,1
43,4,3,9,2,2,1,40,0
36,4,9,14,2,2,0,25,1
31,4,9,14,2,2,1,35,1
38,4,9,7,2,2,1,40,0
43,6,10,5,2,2,0,84,0
58,4,9,8,2,2,1,35,0
55,4,9,1,2,2,1,29,0
39,4,12,4,1,1,1,35,0
38,4,13,10,2,2,1,35,0
54,6,9,3,2,2,0,35,0
57,5,15,10,2,2,0,40,0
35,2,12,11,2,2,0,52,0
44,6,15,10,4,4,0,60,1
36,4,9,3,2,2,0,40,0
58,4,9,3,2,2,0,40,0
39,4,10,8,1,1,1,40,0
25,4,15,10,2,2,1,8,0
54,2,13,4,2,2,0,40,0
23,4,13,13,2,2,1,40,0
37,4,10,12,2,2,0,60,0
60,1,12,8,1,1,0,40,0
66,2,4,8,2,2,1,20,0
36,4,12,7,1,1,0,50,0
29,6,9,14,4,4,0,50,1
29,4,13,1,4,4,1,40,0
25,4,13,10,2,2,1,44,0
23,4,10,1,2,2,0,40,0
38,4,9,8,1,1,0,40,0
33,4,10,6,2,2,0,50,1
49,5,10,5,2,2,0,60,0
57,5,9,4,2,2,0,60,1
57,2,13,4,2,2,0,45,0
46,4,10,7,2,2,1,45,0
37,5,14,4,2,2,0,70,1
43,5,13,12,2,2,0,45,1
26,4,9,8,2,2,1,35,0
40,4,11,10,2,2,1,40,0
39,6,9,3,3,3,0,40,0
39,4,12,8,1,1,1,40,0
31,4,10,1,2,2,0,40,0
31,4,13,7,2,2,0,36,0
27,4,13,1,1,1,1,40,0
36,6,13,4,2,2,0,50,0
40,2,13,13,2,2,1,40,1
57,4,9,8,2,2,0,40,0
24,4,9,8,2,2,1,35,0
30,4,10,12,2,2,0,45,0
28,4,8,14,2,2,0,50,0
22,4,13,4,2,2,0,40,0
31,4,4,6,2,2,0,50,0
33,4,9,12,2,2,0,44,1
20,4,10,6,2,2,0,15,0
25,4,8,5,2,2,0,60,0
49,7,10,5,2,2,0,40,0
21,4,9,8,2,2,1,35,0
45,4,13,4,2,2,0,45,1
36,2,9,4,2,2,0,45,1
41,4,3,9,2,2,1,32,0
23,4,13,12,2,2,0,12,0
47,4,13,4,2,2,0,50,1
41,4,9,4,2,2,0,50,0
30,4,9,6,2,2,1,40,0
29,2,10,5,2,2,0,40,0
31,4,4,7,2,2,1,40,0
55,4,5,7,4,4,0,40,0
19,4,9,8,2,2,0,35,0
31,7,8,13,2,2,1,40,1
18,7,7,8,2,2,0,8,0
68,4,9,12,2,2,1,24,0
36,2,10,4,1,1,1,48,0
44,4,15,10,2,2,0,50,1
58,6,9,1,2,2,1,20,1
20,4,9,12,1,1,1,20,0
18,4,6,6,2,2,0,40,0
32,4,9,6,2,2,1,30,0
49,6,9,8,2,2,1,40,0
34,4,9,7,2,2,0,40,0
22,4,9,1,2,2,1,40,0
40,4,9,8,2,2,0,45,0
35,4,9,6,2,2,0,40,0
26,4,10,12,2,2,0,50,0
44,6,8,4,4,4,0,60,0
55,4,9,4,2,2,1,60,0
21,4,11,3,2,2,0,40,0
54,4,10,3,2,2,1,40,0
39,2,10,1,2,2,1,44,0
52,4,9,8,2,2,0,38,0
57,5,13,3,2,2,0,50,1
58,7,9,1,2,2,1,40,0
27,2,10,10,2,2,0,16,0
41,4,10,7,2,2,0,40,0
18,4,7,10,2,2,1,16,0
58,4,9,3,2,2,0,52,1
50,4,3,8,2,2,0,37,0
31,4,10,4,2,2,0,40,0
32,4,6,7,2,2,0,40,0
37,6,10,3,2,2,0,45,0
26,6,13,4,2,2,0,20,0
33,2,11,13,2,2,0,50,0
35,7,9,8,1,1,1,40,0
44,4,13,10,2,2,1,45,0
26,4,13,3,2,2,0,40,0
48,1,9,1,2,2,0,40,0
40,4,13,13,2,2,0,40,0
62,4,6,12,2,2,0,35,0
37,4,15,12,2,2,0,45,1
18,4,7,12,2,2,0,18,0
48,4,9,7,2,2,1,38,0
45,4,14,10,2,2,0,50,0
35,4,10,12,2,2,0,45,0
35,4,9,3,2,2,0,40,0
34,6,9,10,2,2,0,51,0
29,4,9,8,2,2,1,40,0
19,4,10,12,2,2,0,30,0
53,7,10,11,2,2,0,60,0
49,4,10,8,2,2,0,40,0
71,4,9,12,2,2,1,16,0
38,4,4,3,2,2,0,36,0
39,2,14,4,2,2,0,45,0
23,4,13,1,2,2,1,40,0
29,5,13,12,2,2,0,50,1
52,4,3,5,2,2,0,40,0
41,4,10,1,2,2,1,40,1
20,4,10,8,2,2,0,35,0
30,4,10,13,2,2,0,45,0
56,4,6,1,1,1,1,36,0
26,4,9,12,2,2,1,40,0
36,1,9,1,2,2,1,40,0
26,2,13,10,1,1,1,42,0
58,4,12,7,1,1,0,40,1
24,4,13,1,2,2,0,40,0
41,4,10,12,4,4,1,32,0
27,4,10,12,2,2,0,35,0
28,7,10,4,2,2,0,40,0
57,5,9,4,2,2,0,40,0
21,7,10,10,2,2,1,20,0
50,4,9,6,2,2,0,40,0
27,4,9,6,1,1,0,40,0
58,4,13,10,2,2,1,60,0
27,6,13,4,2,2,0,50,0
36,4,9,12,1,1,1,17,0
68,2,13,4,2,2,0,40,1
33,5,9,12,2,2,1,40,0
19,4,10,8,2,2,1,18,0
26,4,9,1,1,1,1,40,0
37,4,9,6,1,1,1,30,0
53,4,9,7,2,2,0,45,0
32,4,10,13,1,1,0,38,0
18,4,7,4,2,2,1,25,0
53,4,9,3,2,2,0,40,1
40,6,13,10,2,2,0,40,0
50,4,10,10,2,2,1,40,0
43,4,13,10,2,2,1,50,1
60,4,13,12,2,2,0,46,1
28,6,9,12,2,2,1,40,0
34,4,9,12,2,2,0,45,0
37,4,9,14,2,2,0,40,0
25,4,9,13,2,2,0,40,0
46,4,14,4,2,2,0,65,1
21,4,7,6,2,2,0,40,0
26,4,13,10,2,2,1,45,0
47,4,9,1,2,2,1,40,0
18,4,8,6,2,2,0,20,0
22,4,13,12,2,2,1,16,0
36,4,10,7,2,2,1,30,0
59,6,9,14,2,2,0,48,0
33,4,9,8,2,2,1,38,0
33,4,6,3,2,2,0,35,0
53,5,13,1,4,4,1,50,0
44,7,10,4,2,2,0,40,0
55,4,9,4,2,2,0,50,0
56,4,9,14,2,2,0,50,0
54,6,10,12,2,2,1,35,0
51,4,9,10,2,2,0,40,0
31,4,10,1,2,2,1,38,0
43,4,14,4,2,2,0,50,1
44,4,9,8,2,2,1,40,0
22,4,10,4,2,2,0,50,0
43,7,9,8,3,3,0,40,0
26,7,12,1,1,1,1,40,0
30,4,13,12,2,2,0,18,0
30,4,5,3,2,2,0,40,0
46,4,9,8,2,2,0,15,0
27,4,13,12,2,2,0,50,0
26,4,9,3,2,2,0,50,0
36,4,13,4,2,2,0,40,1
25,6,9,3,2,2,0,35,0
30,1,15,10,1,1,1,40,0
46,7,9,8,1,1,0,40,1
47,4,10,1,1,1,1,48,1
66,5,13,12,2,2,0,26,1
43,4,6,6,2,2,0,40,0
36,1,13,1,2,2,0,55,1
44,2,10,1,2,2,1,15,0
42,4,16,10,2,2,0,50,0
39,4,13,14,2,2,0,45,1
36,4,12,4,2,2,0,50,1
60,6,13,4,2,2,0,45,1
37,4,10,7,2,2,0,50,1
26,4,13,14,2,2,0,20,0
24,4,13,1,2,2,1,30,0
45,2,14,10,2,2,1,35,0
54,4,10,4,2,2,0,48,1
22,4,10,12,2,2,1,30,0
63,2,14,10,2,2,0,48,0
22,4,9,3,2,2,0,43,0
27,4,10,8,2,2,0,25,0
33,4,5,3,2,2,0,33,0
64,4,13,10,2,2,1,30,0
50,4,12,4,2,2,0,50,1
44,6,11,10,2,2,1,40,0
31,4,9,14,2,2,0,50,0
44,4,9,1,4,4,1,40,0
53,6,6,5,2,2,0,35,0
33,2,9,8,2,2,1,40,0
34,1,8, Armed-Forces,2,2,0,40,0
27,4,9,14,2,2,0,70,0
80,6,9,4,2,2,0,20,0
31,4,12,8,2,2,1,32,0
40,4,9,3,1,1,0,40,1
53,2,13,10,2,2,0,40,0
58,4,9,7,2,2,0,44,0
38,4,10,4,2,2,0,40,1
33,4,15,10,2,2,0,40,1
48,2,13,4,2,2,0,60,1
23,4,10,4,1,1,1,40,0
31,6,9,3,2,2,0,50,0
52,6,14,12,2,2,0,70,0
24,4,9,13,2,2,0,40,0
45,6,5,5,2,2,0,40,0
36,4,9,1,2,2,1,40,1
52,4,3,8,2,2,1,40,0
54,4,9,3,2,2,0,40,0
39,4,15,10,2,2,0,55,1
40,4,13,12,2,2,0,50,1
28,4,9,13,4,4,0,50,0
23,4,10,1,2,2,1,40,0
36,5,4,3,1,1,0,40,0
22,4,10,1,2,2,1,15,0
55,2,14,4,2,2,0,50,0
71,4,9,6,2,2,0,17,0
47,4,16,10,2,2,0,60,1
17,5,6,12,2,2,0,12,0
31,4,13,4,2,2,1,50,1
32,4,10,8,4,4,0,40,0
46,4,10,14,2,2,0,40,1
27,4,13,4,2,2,1,40,0
39,1,10,4,2,2,0,50,1
40,4,9,6,2,2,1,48,0
30,4,9,12,2,2,1,30,0
17,4,5,8,2,2,0,20,0
33,4,14,10,2,2,0,40,0
72,4,16,10,2,2,0,30,0
34,1,10,1,2,2,1,40,1
65,4,9,3,4,4,0,40,0
36,4,13,10,2,2,0,50,1
32,4,9,7,2,2,0,40,0
26,4,10,1,2,2,0,40,0
22,4,9,6,2,2,0,40,0
47,4,15,10,2,2,0,48,1
31,4,10,8,2,2,0,40,0
28,6,13,12,2,2,0,50,0
38,4,14,1,2,2,1,50,1
34,4,12,1,2,2,0,28,0
44,4,13,10,2,2,0,35,1
27,4,10,6,4,4,0,40,0
50,2,13,11,2,2,0,44,1
47,4,9,8,1,1,1,30,0
20,4,10,8,2,2,0,40,0
24,4,9,12,2,2,0,38,0
29,1,10,13,2,2,0,40,1
37,2,11,8,1,1,1,32,0
42,4,12,1,2,2,0,40,0
68,4,10,1,2,2,1,40,0
22,2,10,1,4,4,1,40,0
72,6,9,12,2,2,0,30,0
45,1,10,1,1,1,0,20,0
30,2,9,8,1,1,0,40,0
33,4,9,3,2,2,0,40,0
43,4,9,8,2,2,0,40,1
56,4,10,4,2,2,0,60,0
25,6,11,5,2,2,0,40,0
41,4,9,9,2,2,1,40,0
25,4,13,8,2,2,1,37,0
31,7,12,13,2,2,0,40,1
36,4,9,7,2,2,0,38,0
37,4,13,4,2,2,0,40,1
58,6,9,3,2,2,0,20,0
26,4,13,1,1,1,1,40,0
55,4,10,13,2,2,0,50,1
46,1,10,4,2,2,0,48,1
44,4,13,1,2,2,1,20,0
44,4,7,8,1,1,0,60,0
28,7,13,4,2,2,0,55,0
42,4,6,14,2,2,0,50,0
41,4,9,3,2,2,0,40,0
39,4,13,4,2,2,0,45,0
64,6,11,5,2,2,0,30,0
20,4,10,6,2,2,0,25,0
45,2,10,11,2,2,0,40,1
31,4,9,1,2,2,0,50,0
36,1,14,4,2,2,0,40,1
32,4,5,8,2,2,1,40,0
33,6,11,5,2,2,0,65,0
51,6,9,4,2,2,1,35,1
36,4,9,7,2,2,0,40,0
40,4,9,3,2,2,0,40,0
44,4,11,1,2,2,0,51,1
40,4,9,1,2,2,1,45,0
46,4,11,1,2,2,1,40,0
31,6,15,10,2,2,0,60,1
30,4,9,12,2,2,1,40,0
26,4,9,6,2,2,0,40,0
25,4,13,8,2,2,0,40,0
35,6,12,3,2,2,0,40,0
29,4,15,10,2,2,0,50,0
39,4,12,3,2,2,0,40,0
44,6,10,8,2,2,0,40,0
37,4,9,7,2,2,0,60,1
79,6,11,12,2,2,0,20,1
36,4,13,4,1,1,0,45,1
44,4,10,3,2,2,0,60,1
23,4,9,7,2,2,0,30,0
27,4,13,1,2,2,1,45,0
46,6,13,12,2,2,0,40,1
58,4,9,3,2,2,0,40,0
36,4,12,4,2,2,0,48,0
36,4,9,3,2,2,0,60,1
21,4,10,1,2,2,0,45,0
41,7,9,14,2,2,1,40,1
49,1,9,7,2,2,0,40,0
34,4,13,12,2,2,1,40,1
29,4,9,11,2,2,0,35,0
63,4,13,4,2,2,0,50,1
29,1,13,10,2,2,1,40,0
65,4,10,5,2,2,0,40,0
26,4,13,8,2,2,1,25,0
42,4,16,10,4,4,0,40,1
44,4,10,1,4,4,1,37,0
41,6,9,7,2,2,0,25,0
22,2,12,1,1,1,1,35,0
18,4,7,6,2,2,0,40,0
33,2,6,14,2,2,0,40,0
46,2,13,10,2,2,0,38,1
49,4,7,9,2,2,1,40,0
41,7,9,1,2,2,1,40,0
52,4,10,1,2,2,1,40,0
40,4,10,6,2,2,0,40,0
53,1,10,10,2,2,1,40,0
45,6,9,3,2,2,0,50,0
30,2,6,3,2,2,0,40,0
56,4,9,6,2,2,0,40,0
24,4,9,3,2,2,0,40,0
71,6,4,5,2,2,0,50,0
20,6,9,12,2,2,1,30,0
26,4,13,13,2,2,0,50,0
34,4,9,12,2,2,0,65,0
49,4,9,10,2,2,1,60,0
48,4,16,10,2,2,0,50,1
22,4,9,8,2,2,1,40,0
30,4,10,7,2,2,0,40,0
51,4,9,3,2,2,0,40,0
46,4,10,12,2,2,1,40,0
32,5,9,4,2,2,0,45,0
42,4,15,12,3,3,1,40,1
52,7,10,13,2,2,0,50,0
57,4,9,1,1,1,1,40,0
35,4,10,1,2,2,1,39,0
52,4,14,10,2,2,0,50,1
36,4,10,4,2,2,1,40,0
33,4,10,4,2,2,0,40,1
67,2,9,11,1,1,0,20,0
31,6,10,12,2,2,0,48,0
31,4,9,10,2,2,0,50,0
28,4,10,7,2,2,0,42,0
36,4,9,3,2,2,0,40,0
58,6,9,12,2,2,0,35,1
56,4,9,7,2,2,0,40,0
35,4,10,12,2,2,0,40,0
37,4,11,3,2,2,0,40,1
44,4,13,4,2,2,1,40,0
26,4,9,5,2,2,0,40,0
51,4,9,14,2,2,0,40,0
31,4,10,3,2,2,0,50,1
30,4,10,12,2,2,1,40,0
20,4,10,1,2,2,1,40,0
21,4,10,1,4,4,1,40,0
37,4,13,10,2,2,0,50,1
53,7,11,10,2,2,0,40,1
54,4,9,1,2,2,0,45,0
30,4,13,12,2,2,0,50,1
43,7,9,4,2,2,1,40,0
48,4,11,8,2,2,1,40,0
42,6,13,12,2,2,0,48,0
62,4,9,7,2,2,0,40,0
31,4,9,3,2,2,0,40,0
22,4,9,12,2,2,0,60,0
45,4,13,4,2,2,0,32,0
34,4,10,12,2,2,0,45,0
64,4,9,4,2,2,0,20,0
42,6,13,5,2,2,0,65,0
60,6,9,12,2,2,0,70,0
44,4,9,3,2,2,0,58,0
45,4,12,13,2,2,1,40,0
53,6,15,10,2,2,0,38,1
37,4,11,14,2,2,0,50,1
23,4,9,8,2,2,1,35,0
28,4,13,10,4,4,0,40,0
55,4,4,3,2,2,0,41,0
58,4,14,1,2,2,1,24,1
74,5,10,4,2,2,0,25,1
27,4,9,1,2,2,0,40,0
37,4,9,1,1,1,1,40,0
44,6,6,8,2,2,0,70,0
23,4,12,1,2,2,0,40,0
41,4,13,4,2,2,0,40,0
45,4,10,13,4,4,0,55,1
29,4,9,7,2,2,0,40,0
33,4,13,12,2,2,0,45,1
61,2,14,4,2,2,0,60,1
29,4,12,12,2,2,1,45,1
22,4,10,12,2,2,0,38,0
28,4,5,3,2,2,0,40,0
30,4,13,10,2,2,1,40,0
20,4,10,6,2,2,0,20,0
45,4,9,3,2,2,0,50,1
42,4,12,4,2,2,1,40,0
34,4,9,3,2,2,0,40,0
31,4,13,10,2,2,0,60,1
23,4,13,4,2,2,1,40,0
50,4,9,3,2,2,0,50,0
40,4,6,4,2,2,0,40,1
57,4,9,1,2,2,1,45,0
35,4,10,1,2,2,1,27,0
24,4,13,4,2,2,0,45,0
27,4,10,1,2,2,1,15,0
27,2,10,11,2,2,1,40,1
45,5,9,12,2,2,0,40,0
80,4,16,10,2,2,0,30,0
23,7,10,8,2,2,0,50,0
46,4,10,4,2,2,0,40,1
38,4,13,12,2,2,0,40,1
50,4,9,12,2,2,0,60,0
90,4,13,12,2,2,0,20,0
55,4,10,12,2,2,0,50,0
72,4,9,4,2,2,1,50,0
65,4,10,1,2,2,1,40,0
37,4,6,3,2,2,0,40,0
39,7,9,1,2,2,1,40,0
38,4,11,3,2,2,0,40,0
46,4,10,4,2,2,0,50,1
50,4,9,12,2,2,0,65,1
54,4,12,4,2,2,0,40,1
40,4,14,12,2,2,0,50,1
30,4,4,3,2,2,0,40,0
50,4,9,5,2,2,0,35,0
28,4,10,3,2,2,0,30,0
34,4,11,3,2,2,0,53,0
55,4,9,6,2,2,0,40,0
20,4,9,6,2,2,0,40,0
21,4,10,1,2,2,0,35,0
39,4,10,8,2,2,1,20,0
43,4,9,3,2,2,0,40,1
33,2,9,8,3,3,0,40,0
26,4,10,1,2,2,1,40,0
